ID,Business,Street Address,City,State,ZIP,Latitude,Longitude,Type of Installation,Georeference
456,"Sunoco, Inc. (R+M)",314 Boston Post Road,Port Chester,NY,10573,40.995564,-73.672811,Transfer Switch Only,POINT (-73.672811 40.995564)
884,Sedgwick Service Inc,1314 Sedgwick Av,Bronx,NY,10452,40.841501,-73.927563,Transfer Switch Only,POINT (-73.927563 40.841501)
224,Hess Corporation,219-28 Hillside Avenue,Queens,NY,11427,40.729775,-73.74418,Transfer Switch Only,POINT (-73.74418 40.729775)
609,"Cumberland Farms, Inc.",624 N Wellwood Av,Lindenhurst,NY,11757,40.701148,-73.383826,Transfer Switch Only,POINT (-73.383826 40.701148)
395,Bolla Operating Corp.,2773 Nostrand Av,Brooklyn,NY,11210,40.616893,-73.944608,Transfer Switch Only,POINT (-73.944608 40.616893)
987,CPD NY Energy Corp,425 Dobbs Ferry Rd,White Plains,NY,10607,41.036079,-73.809987,Transfer Switch Only,POINT (-73.809987 41.036079)
307,Metro NY Dealer Stations LLC,257 Merrick Road,Lynbrook,NY,11563,40.657819,-73.669218,Transfer Switch Only,POINT (-73.669218 40.657819)
136,PMG Northeast LLC,279 Little Tor Road,New City,NY,10956,41.129538,-74.002551,Permanent Generator,POINT (-74.002551 41.129538)
564,"Olympic Three, Inc.",59-51 Queens Midtown Exp,Queens,NY,11378,40.728049,-73.90672,Transfer Switch Only,POINT (-73.90672 40.728049)
1001,Gasoline Heaven at Commack Inc.,2088 Jericho Turnpike,Commack,NY,11725,40.844128,-73.277031,Transfer Switch Only,POINT (-73.277031 40.844128)
300,Metro NY Dealer Stations LLC,548 Coney Island Av,Brooklyn,NY,11218,40.643958,-73.970373,Transfer Switch Only,POINT (-73.970373 40.643958)
227,Hess Corporation,204 4th Avenue,Brooklyn,NY,11217,40.677897,-73.983086,Transfer Switch Only,POINT (-73.983086 40.677897)
4,Royal Petroleum Management Inc.,1 East 233rd St.,Bronx,NY,10470,40.895889,-73.876527,Permanent Generator,POINT (-73.876527 40.895889)
268,NY Fuel Distributors LLC,2001 Commerce Street,Yorktown Heights,NY,10598,41.276375,-73.782912,Transfer Switch Only,POINT (-73.782912 41.276375)
852,Zullin Inc.,4740 Sunrise Highway,Bohemia,NY,11716,40.755818,-73.109215,Transfer Switch Only,POINT (-73.109215 40.755818)
506,Bill Wolf Petroleum Maintenance LLC,3736 Merrick Rd,Seaford,NY,11783,40.665165,-73.492739,Transfer Switch Only,POINT (-73.492739 40.665165)
439,Global Montello Group LLC,665 Glen Cove Av,Glen Head,NY,11545,40.833047,-73.630137,Transfer Switch Only,POINT (-73.630137 40.833047)
432,Global Montello Group LLC,292 Railroad Avenue,Sayville,NY,11782,40.739754,-73.084861,Transfer Switch Only,POINT (-73.084861 40.739754)
242,Deer Hills Service LLC,1985 Deer Park Avenue,Deer Park,NY,11729,40.765863,-73.330681,Transfer Switch Only,POINT (-73.330681 40.765863)
81,"OK Petroleum Distribution, Corp.",967 E. Jericho Tpke,"Huntington, NY",NY,11746,40.83588333,-73.37363333,Permanent Generator,POINT (-73.37363333 40.83588333)
654,"Cumberland Farms, Inc.",605 Burnside Av,Inwood,NY,11696,40.623294,-73.742119,Transfer Switch Only,POINT (-73.742119 40.623294)
923,Gemini Gas Inc.,570 Hicksville Road,Seaford,NY,11783,40.709804,-73.483221,Transfer Switch Only,POINT (-73.483221 40.709804)
168,Jamaica Island Corp.,32 Jamaica Avenue,Brooklyn,NY,11207,40.677306,-73.898673,Transfer Switch Only,POINT (-73.898673 40.677306)
36,ARJ Gas N Mart Inc,4 Colonial Spring Rd,Wheatley Heights,NY,11798,40.756612,-73.37451,Permanent Generator,POINT (-73.37451 40.756612)
659,"Cumberland Farms, Inc.",525 Wicks Road,Brentwood,NY,11717,40.80386,-73.268481,Transfer Switch Only,POINT (-73.268481 40.80386)
474,Atlantis Management Group II LLC,366 Middle Country Rd,Coram,NY,11727,40.869373,-72.999349,Transfer Switch Only,POINT (-72.999349 40.869373)
723,Good Luck Calverton Inc.,1 Edwards Avenue,Calverton,NY,11933,40.90389,-72.742192,Transfer Switch Only,POINT (-72.742192 40.90389)
491,Bill Wolf Petroleum Maintenance LLC,3072 Cropsey Av,Brooklyn,NY,11224,40.580332,-73.98589,Transfer Switch Only,POINT (-73.98589 40.580332)
676,"Cumberland Farms, Inc.",260-01 Little Neck Parkway,Queens,NY,11362,40.766074,-73.72459,Transfer Switch Only,POINT (-73.72459 40.766074)
427,Global Montello Group LLC,606 Wantagh Avenue,Levittown,NY,11756,40.709507,-73.502717,Transfer Switch Only,POINT (-73.502717 40.709507)
590,"Cumberland Farms, Inc.",2309 Middle Country Road,Centereach,NY,11720,40.858468,-73.093133,Transfer Switch Only,POINT (-73.093133 40.858468)
163,American Petroleum Distributors LLC,3287 Merrick Rd,Wantagh,NY,11793,40.665038,-73.509149,Transfer Switch Only,POINT (-73.509149 40.665038)
532,Kaj Petroleum Inc,5701 2nd Avenue,Brooklyn,NY,11220,40.6449333333,-74.0210166667,Transfer Switch Only,POINT (-74.0210166667 40.6449333333)
945,Cross County Petroleum Inc.,191 McLean Avenue,Yonkers,NY,10705,40.914258,-73.889876,Transfer Switch and Generator,POINT (-73.889876 40.914258)
796,West Park Ave Service Center Inc,390 West Park Ave,Long Beach,NY,11561,40.587973,-73.675114,Transfer Switch Only,POINT (-73.675114 40.587973)
681,"Cumberland Farms, Inc.",137-21 Liberty Avenue,Queens,NY,11435,40.692443,-73.810013,Transfer Switch Only,POINT (-73.810013 40.692443)
664,"Cumberland Farms, Inc.",450 Larkfield Road,East Northport,NY,11731,40.865033,-73.321525,Transfer Switch Only,POINT (-73.321525 40.865033)
549,Lynbrook Petroleum Inc.,440 Sunrise Hwy,Lynbrook,NY,11563,40.6555333333333,-73.66915,Transfer Switch Only,POINT (-73.66915 40.6555333333333)
928,Gaseteria Oil Corp,154-09 Union Tpk,Queens,NY,11367,40.720033,-73.809456,Transfer Switch Only,POINT (-73.809456 40.720033)
375,Hess Corporation,3415 Veterans Memorial Highway,Ronkonkoma,NY,11779,40.78746,-73.125837,Transfer Switch Only,POINT (-73.125837 40.78746)
256,Hess Corporation,525 William Floyd Parkway,Shirley,NY,11967,40.795793,-72.864917,Transfer Switch Only,POINT (-72.864917 40.795793)
649,"Cumberland Farms, Inc.",3602 Snyder Av,Brooklyn,NY,11203,40.649034,-73.943267,Transfer Switch Only,POINT (-73.943267 40.649034)
210,Hess Corporation,80-07 Cypress Avenue,Queens,NY,11385,40.69408,-73.896863,Transfer Switch Only,POINT (-73.896863 40.69408)
488,Bill Wolf Petroleum Maintenance LLC,842 5th Ave,Brooklyn,NY,11232,40.652911,-74.002567,Transfer Switch Only,POINT (-74.002567 40.652911)
113,Bolla Operating LI Corp,791 Stewart Avenue,Garden City,NY,11530,40.73372,-73.604901,Permanent Generator,POINT (-73.604901 40.73372)
813,"New Age Petroleum Co., Inc.",376 Bradhurst Av,Hawthorne,NY,10532,41.106774,-73.801449,Transfer Switch Only,POINT (-73.801449 41.106774)
750,850 Corona Enterprise Inc.,850 North Corona Avenue,North Valley Stream,NY,11580,40.685338,-73.688039,Transfer Switch Only,POINT (-73.688039 40.685338)
618,"Cumberland Farms, Inc.",108-04 Flatlands Av,Brooklyn,NY,11236,40.649189,-73.891835,Transfer Switch Only,POINT (-73.891835 40.649189)
517,East End Marketing,225 Higbie Lane,West Islip,NY,11795,40.708237,-73.306047,Transfer Switch Only,POINT (-73.306047 40.708237)
940,Cyprian Truck & Auto Repairs Inc.,127-48 Northern Boulevard,Queens,NY,11368,40.762161,-73.842228,Transfer Switch and Generator,POINT (-73.842228 40.762161)
343,BP Products North America Inc.,6002 18th Avenue,Brooklyn,NY,11204,40.622046,-73.987706,Transfer Switch Only,POINT (-73.987706 40.622046)
124,Bolla Operating LI Corp,5477 Nesconset Highway,Mt. Sinai,NY,11766,40.931349,-73.034454,Permanent Generator,POINT (-73.034454 40.931349)
356,BP Products North America Inc.,212-01 Hillside Avenue,Queens,NY,11427,40.725064,-73.754103,Transfer Switch Only,POINT (-73.754103 40.725064)
755,"Big Apple Petroleum Realty, Llc",110-50 Horace Harding Expy,Queens,NY,11375,40.73803,-73.8483,Transfer Switch Only,POINT (-73.8483 40.73803)
554,Bill Wolf Petroleum Maintenance LLC,1 Cortelyou Rd,Brooklyn,NY,11218,40.638045,-73.979359,Transfer Switch Only,POINT (-73.979359 40.638045)
969,Path Petroleum Corp,925 Straight Path,West Babylon,NY,11704,40.72277,-73.376669,Transfer Switch and Generator,POINT (-73.376669 40.72277)
459,"Sunoco, Inc. (R+M)",700 South Av,Staten Island,NY,10303,40.622019,-74.168744,Transfer Switch Only,POINT (-74.168744 40.622019)
824,Atlantis Management Group II LLC,41 Suburban Avenue,Deer Park,NY,11729,40.753681,-73.315948,Transfer Switch Only,POINT (-73.315948 40.753681)
837,Warex Terminals Corporation,1 Powerhouse Rd,Roslyn Heights,NY,11577,40.785487,-73.639394,Transfer Switch Only,POINT (-73.639394 40.785487)
195,Hess Corporation,3203 Route 112,Medford,NY,11763,40.839042,-72.996074,Transfer Switch Only,POINT (-72.996074 40.839042)
146,Genesis Petroleum Inc.,315 Route 112,Port Jefferson,NY,11776,40.932113,-73.052602,Permanent Generator,POINT (-73.052602 40.932113)
777,"Big Apple Petroleum Realty, LLC",181-05 Horace Harding Expy,Queens,NY,11365,40.739967,-73.792522,Transfer Switch Only,POINT (-73.792522 40.739967)
49,Wellwood Energy,641 Wellwood Ave,Lindenhurst,NY,11757,40.700386,-73.384193,Permanent Generator,POINT (-73.384193 40.700386)
526,EFE Corp.,767 Wantagh Avenue,Wantagh,NY,11793,40.705166,-73.503219,Transfer Switch Only,POINT (-73.503219 40.705166)
713,"Eastview Service Station, Inc.",1160 Knollwood Road,White Plains,NY,10603,41.071981,-73.80006,Transfer Switch Only,POINT (-73.80006 41.071981)
558,Bill Wolf Petroleum Maintenance LLC,38-02 21 St,Queens,NY,11101,40.757448,-73.939507,Transfer Switch Only,POINT (-73.939507 40.757448)
1004,Lukoil North America LLC,268 Tarrytown Road,White Plains,NY,10607,41.041619,-73.790562,Transfer Switch Only,POINT (-73.790562 41.041619)
581,"Cumberland Farms, Inc.",219-02 Horace Harding Blvd,Queens,NY,11364,40.748307,-73.758276,Transfer Switch Only,POINT (-73.758276 40.748307)
856,Neighborhood Service Station Inc.,410 Montauk Highway,West Islip,NY,11795,40.696599,-73.313231,Transfer Switch Only,POINT (-73.313231 40.696599)
691,"Cumberland Farms, Inc.",651 Merrick Avenue,East Meadow,NY,11554,40.705242,-73.56888,Transfer Switch Only,POINT (-73.56888 40.705242)
64,Shamir Ent LLC,5991 Expressway Drive North,Holbrook,NY,11741,40.816387,-73.086099,Permanent Generator,POINT (-73.086099 40.816387)
641,"Cumberland Farms, Inc.",79 Old Country Road,Westbury,NY,11590,40.747665,-73.588271,Transfer Switch Only,POINT (-73.588271 40.747665)
296,Metro NY Dealer Stations LLC,4576 Sunrise Hwy,Oakdale,NY,11769,40.753735,-73.115867,Transfer Switch Only,POINT (-73.115867 40.753735)
19,Bolla Operating LI Corp,100 Hicksville Road,Bethpage,NY,11714,40.72358,-73.486994,Permanent Generator,POINT (-73.486994 40.72358)
873,341 West Jericho Turnpike Corp.,341 W Jericho Tpk,Huntington,NY,11743,40.828974,-73.427619,Transfer Switch Only,POINT (-73.427619 40.828974)
706,Arzu Petroleum Corp,1573 Islip Avenue,Central Islip,NY,11722,40.781161,-73.217076,Transfer Switch Only,POINT (-73.217076 40.781161)
283,NY Fuel Distributors LLC,852 Scarsdale Avenue,Scarsdale,NY,10583,40.986838,-73.80858,Transfer Switch Only,POINT (-73.80858 40.986838)
151,575 Fuel Inc,575 south broadway,Hicksville,NY,11801,40.754597,-73.507877,Permanent Generator,POINT (-73.507877 40.754597)
708,Arzu Petroleum Corp,1090 Portion Road,Farmingville,NY,11738,40.834761,-73.062994,Transfer Switch Only,POINT (-73.062994 40.834761)
888,Ac79th&Eliot Operating Corp,73-15 Eliot Av,Queens,NY,11379,40.722103,-73.885996,Transfer Switch Only,POINT (-73.885996 40.722103)
415,Bolla EM Realty LLC,1249 Coney Island Avenue,Brooklyn,NY,11230,40.627463,-73.965391,Transfer Switch Only,POINT (-73.965391 40.627463)
972,109 Gas Corp.,500 Rt 109,Lindenhurst,NY,11757,40.711495,-73.370613,Transfer Switch and Generator,POINT (-73.370613 40.711495)
96,Airport Enterprises Inc,133-44 150 street,Jamaica,NY,11436,40.667261,-73.789714,Permanent Generator,POINT (-73.789714 40.667261)
328,Peninsula Services Inc.,771 Peninsula Boulevard,Hempstead,NY,11550,40.693181,-73.631642,Transfer Switch Only,POINT (-73.631642 40.693181)
955,Strong Oil Company,250 Montauk Highway,Hampton Bays,NY,11946,40.883461,-72.504736,Transfer Switch and Generator,POINT (-72.504736 40.883461)
740,Manetto Car Care,160 Manetto Hill Rd,Plainview,NY,11803,40.783519,-73.473238,Transfer Switch Only,POINT (-73.473238 40.783519)
410,Bolla Operating LI Corp,560 Middle Country Road,St. James,NY,11787,40.859298,-73.160868,Transfer Switch Only,POINT (-73.160868 40.859298)
264,NY Fuel Distributors LLC,1455 Weaver Street,Scarsdale,NY,10583,40.979409,-73.77625,Transfer Switch Only,POINT (-73.77625 40.979409)
311,Metro NY Dealer Stations LLC,220 Mineola Ave,Roslyn Heights,NY,11577,40.785645,-73.648642,Transfer Switch Only,POINT (-73.648642 40.785645)
994,CPD NY Energy Corp,142 Tuckahoe Road,Yonkers,NY,10710,40.954208,-73.863963,Transfer Switch Only,POINT (-73.863963 40.954208)
51,PMG Northeast LLC,1214 Grand Avenue,Baldwin,NY,11510,40.68069,-73.61523,Permanent Generator,POINT (-73.61523 40.68069)
68,East Hills Autofix LLC,449 Glen Cove Road,Roslyn Heights,NY,11577,40.784673,-73.623086,Permanent Generator,POINT (-73.623086 40.784673)
200,Hess Corporation,Po Box 364 1138 Montauk Hwy,Water Mill,NY,11976,40.919217,-72.343701,Transfer Switch Only,POINT (-72.343701 40.919217)
674,"Cumberland Farms, Inc.",573 Tuckahoe Road,Yonkers,NY,10710,40.953883,-73.847378,Transfer Switch Only,POINT (-73.847378 40.953883)
178,Hess Corporation,46 Sunrise Highway,Merrick,NY,11566,40.663248,-73.549722,Transfer Switch Only,POINT (-73.549722 40.663248)
792,"Bath Avenue Car Care, Inc.",2225 Bath Avenue,Brooklyn,NY,11214,40.598054,-73.996145,Transfer Switch Only,POINT (-73.996145 40.598054)
183,Hess Corporation,610 Nereid Avenue,Bronx,NY,10470,40.899426,-73.857478,Transfer Switch Only,POINT (-73.857478 40.899426)
332,BP Products North America Inc.,242 Dyckman Street,New York,NY,10034,40.866151,-73.928391,Transfer Switch Only,POINT (-73.928391 40.866151)
442,Conner Street Realty LLC,3500 Conner Street,Bronx,NY,10475,40.884943,-73.826532,Transfer Switch Only,POINT (-73.826532 40.884943)
17,PMG Northeast LLC,285 North Broadway,Hicksville,NY,11801,40.778117,-73.52958,Permanent Generator,POINT (-73.52958 40.778117)
586,"Cumberland Farms, Inc.",3417 Route 112,Medford,NY,11763,40.846739,-72.996642,Transfer Switch Only,POINT (-72.996642 40.846739)
371,BP Products North America Inc.,300 North Broadway,Hicksville,NY,11801,40.779062,-73.531116,Transfer Switch Only,POINT (-73.531116 40.779062)
718,"7-Eleven, Inc.",450 County Rd 111,Manorville,NY,11949,40.868617,-72.793833,Transfer Switch Only,POINT (-72.793833 40.868617)
503,Bill Wolf Petroleum Maintenance LLC,2276 1st Avenue,New York,NY,10035,40.796773,-73.934513,Transfer Switch Only,POINT (-73.934513 40.796773)
841,Genesis Petroleum Inc,199 East Sunrise Highway,Freeport,NY,11520,40.657742,-73.573991,Transfer Switch Only,POINT (-73.573991 40.657742)
464,"Sunoco, Inc. (R+M)",665 Peninsula Boulevard,Hempstead,NY,11550,40.703277,-73.626458,Transfer Switch Only,POINT (-73.626458 40.703277)
128,Bolla Operating Corp.,1935 Linden Blvd,Brooklyn,NY,11207,40.658718,-73.89134,Permanent Generator,POINT (-73.89134 40.658718)
339,BP Products North America Inc.,757 Central Park Avenue,Yonkers,NY,10704,40.92716,-73.858038,Transfer Switch Only,POINT (-73.858038 40.92716)
471,"Sunoco, Inc. (R+M)",32 Highland Boulevard,Brooklyn,NY,11207,40.67934,-73.899401,Transfer Switch Only,POINT (-73.899401 40.67934)
577,"Cumberland Farms, Inc.",1419 Bruckner Blv,Bronx,NY,10472,40.823404,-73.883414,Transfer Switch Only,POINT (-73.883414 40.823404)
952,Scarsdale Auto Clinic,826 White Plains Road,Scarsdale,NY,10583,40.976319,-73.802228,Transfer Switch and Generator,POINT (-73.802228 40.976319)
809,"Leemilts Petroleum, Inc.",681 East Lincoln Avenue,Mount Vernon,NY,10550,40.916734,-73.812921,Transfer Switch Only,POINT (-73.812921 40.916734)
360,BP Products North America Inc.,3333 East Tremont Avenue,Bronx,NY,10461,40.83508,-73.830133,Transfer Switch Only,POINT (-73.830133 40.83508)
644,"Cumberland Farms, Inc.",2099 Hillside Avenue,New Hyde Park,NY,11040,40.690783,-73.72552,Transfer Switch Only,POINT (-73.72552 40.690783)
545,Bayshore Enterprises Inc.,1672 Fifth Avenue & Wisconsin,Bay Shore,NY,11706,40.7621166666666,-73.2621333333333,Transfer Switch Only,POINT (-73.2621333333333 40.7621166666666)
908,"Certified Heating Oils, Inc.",4472 Amboy Road,Staten Island,NY,10312,40.543985,-74.162681,Transfer Switch Only,POINT (-74.162681 40.543985)
32,Cross Bronx Service Station,1730 Cross Bronx,Bronx,NY,10460,40.835478,-73.870574,Permanent Generator,POINT (-73.870574 40.835478)
745,Fuel America Inc,532 Walt Whitman Road,Melville,NY,11747,40.810749,-73.409209,Transfer Switch Only,POINT (-73.409209 40.810749)
337,J&F Chatsworth Ltd,1 Vine Street,Larchmont,NY,10538,40.935408,-73.758586,Transfer Switch Only,POINT (-73.758586 40.935408)
704,Gaseteria Oil Corp,97-44 Sutphin Blv,Queens,NY,11435,40.696278,-73.80492,Transfer Switch Only,POINT (-73.80492 40.696278)
657,"Cumberland Farms, Inc.",29-16 Francis Lewis Boulevard,Queens,NY,11358,40.769754,-73.793034,Transfer Switch Only,POINT (-73.793034 40.769754)
614,"Cumberland Farms, Inc.",381 White Plains Rd,Eastchester,NY,10709,40.955091,-73.814619,Transfer Switch Only,POINT (-73.814619 40.955091)
155,Mt. Kisco Snacks Inc.,540 East Main Street,Mount Kisco,NY,10549,41.192803,-73.727439,Permanent Generator,POINT (-73.727439 41.192803)
601,"Cumberland Farms, Inc.",292 Ronkonkoma Avenue,Ronkonkoma,NY,11779,40.814038,-73.11247,Transfer Switch Only,POINT (-73.11247 40.814038)
865,CBE Corporation Inc.,305 Union Boulevard,West Islip,NY,11795,40.70647,-73.306148,Transfer Switch Only,POINT (-73.306148 40.70647)
12,Alliance Energy LLC,172-11 Northern Blvd.,Flushing,NY,11358,40.75813,-73.7936,Permanent Generator,POINT (-73.7936 40.75813)
728,LUKOIL North America LLC,500 Westbury Avenue,Carle Place,NY,11514,40.750609,-73.605964,Transfer Switch Only,POINT (-73.605964 40.750609)
73,Mukti E 163rd Petroleum Inc,481 E 163rd Street,Bronx,NY,10451,40.82507,-73.91005,Permanent Generator,POINT (-73.91005 40.82507)
176,Conduit Services Inc.,130-11 North Conduit Avenue,Queens,NY,11420,40.667347,-73.809832,Transfer Switch Only,POINT (-73.809832 40.667347)
979,Bolla EM Realty LLC,1420 86th Street,Brooklyn,NY,11228,40.612252,-74.011403,Transfer Switch Only,POINT (-74.011403 40.612252)
387,Hess Corporation,134-15 Cross Bay Boulevard,Queens,NY,11417,40.67439,-73.842854,Transfer Switch Only,POINT (-73.842854 40.67439)
315,Metro NY Dealer Stations LLC,175-22 Horace Harding Blvd,Queens,NY,11365,40.738663,-73.793274,Transfer Switch Only,POINT (-73.793274 40.738663)
447,"Sunoco, Inc. (R+M)",1907 Cropsey Avenue,Brooklyn,NY,11214,40.601467,-74.004724,Transfer Switch Only,POINT (-74.004724 40.601467)
572,Astoria Blvd Gas Inc,31-02 Astoria Blv,Queens,NY,11102,40.769721,-73.918163,Transfer Switch Only,POINT (-73.918163 40.769721)
596,"Cumberland Farms, Inc.",472 West Jericho Turnpike,Huntington,NY,11743,40.821591,-73.444825,Transfer Switch Only,POINT (-73.444825 40.821591)
613,"Cumberland Farms, Inc.",13 County Rd 39,Southampton,NY,11968,40.896737,-72.398992,Transfer Switch Only,POINT (-72.398992 40.896737)
144,Forest Ave Service Station,199 Forest Ave,Locust Valley,NY,11560,40.875026,-73.603559,Permanent Generator,POINT (-73.603559 40.875026)
498,Bill Wolf Petroleum Maintenance LLC,4116 Broadway,New York,NY,10033,40.845194,-73.938536,Transfer Switch Only,POINT (-73.938536 40.845194)
44,Bolla Operating LI Corp,600 Old Country Rd,Hicksville,NY,11801,40.757175,-73.549179,Permanent Generator,POINT (-73.549179 40.757175)
877,DTS Amoco Corporation,619 Tuckahoe Road,Yonkers,NY,10704,40.953941,-73.845559,Transfer Switch Only,POINT (-73.845559 40.953941)
860,3 Brothers Petroleum Inc.,331 Farmingdale Rd,West Babylon,NY,11704,40.710203,-73.360254,Transfer Switch Only,POINT (-73.360254 40.710203)
992,CPD NY Energy Corp,174 Westchester Av,White Plains,NY,10601,41.033215,-73.756379,Transfer Switch Only,POINT (-73.756379 41.033215)
846,Global Montello Group Corp.,600 Pelham Parkway South,Bronx,NY,10462,40.856544,-73.869027,Transfer Switch Only,POINT (-73.869027 40.856544)
251,Hess Corporation,1956 Route 112,Coram,NY,11727,40.883594,-73.011716,Transfer Switch Only,POINT (-73.011716 40.883594)
466,"Sunoco, Inc. (R+M)",579 92nd Street,Brooklyn,NY,11209,40.616738,-74.026676,Transfer Switch Only,POINT (-74.026676 40.616738)
232,Hess Corporation,500 Burnside Avenue,Inwood,NY,11696,40.622098,-73.746394,Transfer Switch Only,POINT (-73.746394 40.622098)
628,"Cumberland Farms, Inc.",579 Hempstead Tpk,West Hempstead,NY,11552,40.705945,-73.660927,Transfer Switch Only,POINT (-73.660927 40.705945)
451,"Sunoco, Inc. (R+M)",17 North Central Avenue,Hartsdale,NY,10530,41.019593,-73.798066,Transfer Switch Only,POINT (-73.798066 41.019593)
100,PMG Northeast LLC,363 Newbridge Road,Levittown,NY,11756,40.7333988,-73.539271,Permanent Generator,POINT (-73.539271 40.7333988)
364,BP Products North America Inc.,68-22 Northern Boulevard,Queens,NY,11377,40.754088,-73.897776,Transfer Switch Only,POINT (-73.897776 40.754088)
557,Bill Wolf Petroleum Maintenance LLC,92-10 Astoria Blv,Queens,NY,11369,40.763109,-73.876968,Transfer Switch Only,POINT (-73.876968 40.763109)
932,Peekskill Service Station Inc.,722 North Division Street,Peekskill,NY,10566,41.300826,-73.916488,Transfer Switch and Generator,POINT (-73.916488 41.300826)
540,A R J GAS CO INC,755 Deer Park Avenue,North Babylon,NY,11703,40.720335,-73.322103,Transfer Switch Only,POINT (-73.322103 40.720335)
88,Malverne Gas inc,1786 Deer Park Avenue,Deer Park,NY,11729,40.756866,-73.327636,Permanent Generator,POINT (-73.327636 40.756866)
483,Corona 9403 Inc,94-03 Corona Av,Queens,NY,11373,40.742611,-73.869732,Transfer Switch Only,POINT (-73.869732 40.742611)
204,Hess Corporation,1129 Hempstead Turnpike,Franklin Square,NY,11010,40.707847,-73.681919,Transfer Switch Only,POINT (-73.681919 40.707847)
672,"Cumberland Farms, Inc.",2962 Long Beach Road,Oceanside,NY,11572,40.638676,-73.640507,Transfer Switch Only,POINT (-73.640507 40.638676)
977,Bolla Operating Corp.,5808 Flatlands Av,Brooklyn,NY,11234,40.630842,-73.919809,Transfer Switch Only,POINT (-73.919809 40.630842)
689,"Cumberland Farms, Inc.",240-40 Jamaica Avenue,Bellerose,NY,11426,40.723315,-73.726728,Transfer Switch Only,POINT (-73.726728 40.723315)
904,John Murray Mobil Inc.,80 South Broadway,Nyack,NY,10960,41.087765,-73.919384,Transfer Switch Only,POINT (-73.919384 41.087765)
525,MPW Enterprises LLC dba-Airmont Gulf,14 North Airmont Road,Suffern,NY,10901,41.11475,-74.1142333333,Transfer Switch Only,POINT (-74.1142333333 41.11475)
582,"Cumberland Farms, Inc.",35-04 Bell Boulevard,Queens,NY,11361,40.768722,-73.774001,Transfer Switch Only,POINT (-73.774001 40.768722)
496,Bill Wolf Petroleum Maintenance LLC,1752 Webster Av,Bronx,NY,10457,40.845068,-73.902085,Transfer Switch Only,POINT (-73.902085 40.845068)
760,"East River Petroleum Realty, Llc",76-11 Northern Boulevard,Queens,NY,11372,40.75535,-73.8906,Transfer Switch Only,POINT (-73.8906 40.75535)
892,Punjab Oil Corp.,648 N Broadway,Amityville,NY,11701,40.700348,-73.427016,Transfer Switch Only,POINT (-73.427016 40.700348)
219,Hess Corporation,120-128 West 145th Street,New York,NY,10039,40.820838,-73.937658,Transfer Switch Only,POINT (-73.937658 40.820838)
105,Alliance Energy LLC,42-02 Queens Blvd.,Long Island City,NY,11109,40.743346,-73.922001,Permanent Generator,POINT (-73.922001 40.743346)
369,BP Products North America Inc.,336 Rockaway Tpk,Lawrence,NY,11559,40.633954,-73.739817,Transfer Switch Only,POINT (-73.739817 40.633954)
845,Global Montello Group Corp.,56-02 Broadway,Queens,NY,11377,40.752275,-73.904951,Transfer Switch Only,POINT (-73.904951 40.752275)
772,SB Sunrise Inc,38 W Sunrise Hwy,Valley Stream,NY,11580,40.659586,-73.702189,Transfer Switch Only,POINT (-73.702189 40.659586)
589,"Cumberland Farms, Inc.",750 Motor Parkway,Brentwood,NY,11717,40.80594,-73.234049,Transfer Switch Only,POINT (-73.234049 40.80594)
700,Gaseteria Oil Corp,1705 Richmond Av,Staten Island,NY,10314,40.606817,-74.161697,Transfer Switch Only,POINT (-74.161697 40.606817)
962,Satkar Mini Mart Inc,567 Greenwich St,Hempstead,NY,11550,40.695431,-73.605838,Transfer Switch and Generator,POINT (-73.605838 40.695431)
814,"Boulevard Gas & Service, Inc.",30-02 Astoria Boulevard,Queens,NY,11102,40.770129,-73.919043,Transfer Switch Only,POINT (-73.919043 40.770129)
964,Mt. Kisco Snacks Inc.,540 East Main Street,Mount Kisco,NY,10549,41.192803,-73.727439,Transfer Switch and Generator,POINT (-73.727439 41.192803)
518,East End Marketing,940 Nassau Rd,Uniondale,NY,11553,40.688019,-73.595975,Transfer Switch Only,POINT (-73.595975 40.688019)
320,Hess Corporation,38 Indian Head Road,Kings Park,NY,11754,40.882811,-73.253853,Transfer Switch Only,POINT (-73.253853 40.882811)
897,"Punjab, Inc.",63-07 Broadway,Queens,NY,11377,40.750139,-73.89901,Transfer Switch Only,POINT (-73.89901 40.750139)
749,Best Shopping Inc.,293 Broadway,Amityville,NY,11701,40.682211,-73.416748,Transfer Switch Only,POINT (-73.416748 40.682211)
41,Bolla Operating LI Corp,1201 Sunrise Highway,Copiague,NY,11726,40.692108,-73.397437,Permanent Generator,POINT (-73.397437 40.692108)
305,Metro NY Dealer Stations LLC,221 Hempstead Turnpike,Elmont,NY,11003,40.708062,-73.718565,Transfer Switch Only,POINT (-73.718565 40.708062)
27,Nor Cross Service Station,17-55 Francis Lewis Blvd,Queens,NY,11357,40.782418,-73.803459,Permanent Generator,POINT (-73.803459 40.782418)
947,NorthFork Petroleum Inc.,7400 Main Road,Laurel,NY,11948,40.9788833333,-72.54505,Transfer Switch and Generator,POINT (-72.54505 40.9788833333)
259,Busy Bee Stores Corp.,549 Old Country Rd,Westbury,NY,11590,40.750109,-73.577625,Transfer Switch Only,POINT (-73.577625 40.750109)
159,River Gas & Wash Corp,99 East 149th Street,Bronx,NY,10451,40.819337,-73.929385,Transfer Switch Only,POINT (-73.929385 40.819337)
