ID,Business,Street Address,City,State,ZIP,Latitude,Longitude,Type of Installation,Georeference
751,Heaven Enterprises Inc,268 Higbie Lane,West Islip,NY,11795,40.709802,-73.30691,Transfer Switch Only,POINT (-73.30691 40.709802)
619,"Cumberland Farms, Inc.",340 Rockaway Tpk,Cedarhurst,NY,11516,40.624779,-73.735269,Transfer Switch Only,POINT (-73.735269 40.624779)
426,Global Montello Group LLC,6571 Broadway,Bronx,NY,10471,40.907675,-73.896855,Transfer Switch Only,POINT (-73.896855 40.907675)
514,Bolla Operating Corp.,875 4th Avenue,Brooklyn,NY,11232,40.656001,-74.002228,Transfer Switch Only,POINT (-74.002228 40.656001)
431,Global Montello Group LLC,15 Veterans Memorial Hwy,Commack,NY,11725,40.840559,-73.285273,Transfer Switch Only,POINT (-73.285273 40.840559)
825,Atlantis Management Group II LLC,245 Larkfield Rd,East Northport,NY,11731,40.877286,-73.324373,Transfer Switch Only,POINT (-73.324373 40.877286)
167,BFB Service Inc,1865 Bruckner Boulevard,Bronx,NY,10472,40.826194,-73.861853,Transfer Switch Only,POINT (-73.861853 40.826194)
33,Bolla Operating Corp.,260-01 Horace Harding Blvd.,Little Neck,NY,11362,40.766074,-73.72459,Permanent Generator,POINT (-73.72459 40.766074)
35,Bolla Operating Corp.,2773 Nostrand Ave,Brooklyn,NY,11210,40.616893,-73.944608,Permanent Generator,POINT (-73.944608 40.616893)
149,CPG Distribution Corp,1121 Pennsylvania Ave,Brooklyn,NY,11207,40.653098,-73.886187,Permanent Generator,POINT (-73.886187 40.653098)
265,NY Fuel Distributors LLC,1 Enterprise Blvd,Yonkers,NY,10701,40.971852,-73.878939,Transfer Switch Only,POINT (-73.878939 40.971852)
46,Bolla Operating LI Corp,750 Motor Parkway,Brentwood,NY,11717,40.80594,-73.234049,Permanent Generator,POINT (-73.234049 40.80594)
857,Kickstart Cafe Inc. Dba Ardsley Mart,555 Saw Mill River Road,Ardsley,NY,10502,41.007529,-73.852199,Transfer Switch Only,POINT (-73.852199 41.007529)
162,"Certified Heating Oils, Inc.",172-180 W Service Rd,Staten Island,NY,10314,40.589342,-74.194193,Transfer Switch Only,POINT (-74.194193 40.589342)
746,"Anjon of Southampton, Inc",270 Hampton Road,Southampton,NY,11968,40.890721,-72.381233,Transfer Switch Only,POINT (-72.381233 40.890721)
280,NY Fuel Distributors LLC,160 S Highland Av,Ossining,NY,10562,41.148526,-73.860643,Transfer Switch Only,POINT (-73.860643 41.148526)
65,SPJ LLC,195 Pine Aire Drive,Bay Shore,NY,11706,40.772473,-73.278725,Permanent Generator,POINT (-73.278725 40.772473)
574,"Cumberland Farms, Inc.",1087 Northern Boulevard,Roslyn,NY,11576,40.800055,-73.659326,Transfer Switch Only,POINT (-73.659326 40.800055)
181,Hess Corporation,380 Peninsula Boulevard,Hempstead,NY,11550,40.70327,-73.626462,Transfer Switch Only,POINT (-73.626462 40.70327)
690,"Cumberland Farms, Inc.",449 Glen Cove Road,Roslyn Heights,NY,11577,40.784673,-73.623086,Transfer Switch Only,POINT (-73.623086 40.784673)
297,Metro NY Dealer Stations LLC,238-50 Jamaica Avenue,Floral Park,NY,11001,40.722831,-73.728246,Transfer Switch Only,POINT (-73.728246 40.722831)
18,PMG Northeast LLC,325 South Oyster Bay Road,Plainview,NY,11803,40.787051,-73.503063,Permanent Generator,POINT (-73.503063 40.787051)
445,Atlantis Management Group II LLC,4353 Broadway,New York,NY,10033,40.853557,-73.934357,Transfer Switch Only,POINT (-73.934357 40.853557)
150,Lakegrove Mart Inc,3089 Middle Country Rd,Lake Grove,NY,11755,40.861553,-73.120894,Permanent Generator,POINT (-73.120894 40.861553)
376,Hess Corporation,640 Montauk Highway,Bayport,NY,11705,40.746804,-73.059649,Transfer Switch Only,POINT (-73.059649 40.746804)
734,"Cumberland Farms, Inc.",2 Sunrise Highway,Rockville Centre,NY,11570,40.65644,-73.656678,Transfer Switch Only,POINT (-73.656678 40.65644)
602,"Cumberland Farms, Inc.",525 North Country Road,Saint James,NY,11780,40.887223,-73.15934,Transfer Switch Only,POINT (-73.15934 40.887223)
585,"Cumberland Farms, Inc.",3031 Coney Island Avenue,Brooklyn,NY,11235,40.582429,-73.959636,Transfer Switch Only,POINT (-73.959636 40.582429)
820,Atlantis Management Group II LLC,1740 Jerome Avenue,Bronx,NY,10453,40.847354,-73.912206,Transfer Switch Only,POINT (-73.912206 40.847354)
563,Bill Wolf Petroleum Maintenance LLC,102 Yonkers Avenue,Yonkers,NY,10701,40.935116,-73.885589,Transfer Switch Only,POINT (-73.885589 40.935116)
905,D.S. Jamaica Gas Inc.,137-10 Farmers Blv,Queens,NY,11434,40.673214,-73.764352,Transfer Switch Only,POINT (-73.764352 40.673214)
976,Bolla Operating Corp.,497 Meeker Avenue,Brooklyn,NY,11222,40.720652,-73.944329,Transfer Switch Only,POINT (-73.944329 40.720652)
177,Hess Corporation,502 West 45th Street,New York,NY,10036,40.761528,-73.994502,Transfer Switch Only,POINT (-73.994502 40.761528)
424,Throgs Neck Petro Realty LLC,4147 Throgs Neck Expy,Bronx,NY,10465,40.819976,-73.809926,Transfer Switch Only,POINT (-73.809926 40.819976)
1008,Atlantis Management Group II LLC,1320 5th Avenue,Bayshore,NY,11706,40.735218,-73.262815,Transfer Switch Only,POINT (-73.262815 40.735218)
695,"Cumberland Farms, Inc.",203 East Park Avenue,Long Beach,NY,11561,40.588955,-73.65764,Transfer Switch Only,POINT (-73.65764 40.588955)
192,Hess Corporation,1800 Deer Park Avenue,Deer Park,NY,11729,40.757547,-73.32796,Transfer Switch Only,POINT (-73.32796 40.757547)
403,221 Gas Corp.,221 Baldwin Rd,Hempstead,NY,11550,40.69532,-73.614581,Transfer Switch Only,POINT (-73.614581 40.69532)
733,MOTOR PARKWAY ENTERPRISES INC,260 Motor Parkway,Brentwood,NY,11717,40.805382,-73.266715,Transfer Switch Only,POINT (-73.266715 40.805382)
23,"OK Petroleum Distribution, Corp.",767 Wantagh Avenue,Wantagh,NY,11793,40.705166,-73.503219,Permanent Generator,POINT (-73.503219 40.705166)
45,PMG Northeast LLC,700 Motor Parkway,Hauppauge,NY,11788,40.807243,-73.23636,Permanent Generator,POINT (-73.23636 40.807243)
844,Global Montello Group Corp.,156-07 Rockaway Boulevard,Queens,NY,11434,40.666638,-73.779441,Transfer Switch Only,POINT (-73.779441 40.666638)
773,Petro Value LLC,699 Fulton Av,Hempstead,NY,11550,40.712807,-73.608248,Transfer Switch Only,POINT (-73.608248 40.712807)
287,NY Fuel Distributors LLC,1063 Yonkers Av,Yonkers,NY,10704,40.913775,-73.857269,Transfer Switch Only,POINT (-73.857269 40.913775)
744,Rockville Auto Boutique,360 Sunrise Highway,Rockville Centre,NY,11570,40.656775,-73.640416,Transfer Switch Only,POINT (-73.640416 40.656775)
876,BISJ Corp,19 Saw Mill River Rd,Hawthorne,NY,10532,41.092989,-73.818061,Transfer Switch Only,POINT (-73.818061 41.092989)
827,Atlantis Management Group II LLC,59-36 Maurice Avenue,Queens,NY,11378,40.726877,-73.907343,Transfer Switch Only,POINT (-73.907343 40.726877)
578,"Cumberland Farms, Inc.",641 E Gun Hill Rd,Bronx,NY,10467,40.878082,-73.867624,Transfer Switch Only,POINT (-73.867624 40.878082)
712,Hardev Petroleum Inc.,1034 Islip Avenue,Brentwood,NY,11717,40.766147,-73.210988,Transfer Switch Only,POINT (-73.210988 40.766147)
580,"Cumberland Farms, Inc.",200 S Oyster Bay Rd,Syosset,NY,11791,40.798483,-73.503356,Transfer Switch Only,POINT (-73.503356 40.798483)
292,Metro NY Dealer Stations LLC,460 Jericho Turnpike,Jericho,NY,11753,40.796592,-73.534541,Transfer Switch Only,POINT (-73.534541 40.796592)
959,Palmer Service Station Inc.,808 Palmer Ave,Mamaroneck,NY,10543,40.944089,-73.744394,Transfer Switch and Generator,POINT (-73.744394 40.944089)
60,Certified Heating Oils Inc,1810 Forest Ave,Staten Island,NY,10303,40.624936,-74.149149,Permanent Generator,POINT (-74.149149 40.624936)
119,PMG Northeast LLC,211 5th Avenue,Bayshore,NY,11706,40.730441,-73.260736,Permanent Generator,POINT (-73.260736 40.730441)
282,NY Fuel Distributors LLC,1141 Boston Post Road,Rye,NY,10580,40.984525,-73.682162,Transfer Switch Only,POINT (-73.682162 40.984525)
205,Hess Corporation,550 Atlantic Ave,Oceanside,NY,11572,40.641034,-73.656036,Transfer Switch Only,POINT (-73.656036 40.641034)
546,Blue Point BP Inc.,62 Montauk Hwy,Blue Point,NY,11715,40.75355,-73.03785,Transfer Switch Only,POINT (-73.03785 40.75355)
260,Busy Bee Stores Corp.,1470 Jerusalem Avenue,North Merrick,NY,11566,40.692497,-73.566618,Transfer Switch Only,POINT (-73.566618 40.692497)
28,Certified Heating Oils Inc,172 West Service Road,Staten Island,NY,10314,40.589342,-74.194193,Permanent Generator,POINT (-74.194193 40.589342)
414,Bolla EM Realty LLC,3132 Fort Hamilton Parkway,Brooklyn,NY,11218,40.647645,-73.979768,Transfer Switch Only,POINT (-73.979768 40.647645)
642,"Cumberland Farms, Inc.",1260 Hicksville Rd,Massapequa,NY,11758,40.694249,-73.480327,Transfer Switch Only,POINT (-73.480327 40.694249)
72,Arthur Kill Fuels LLC,1781 Arthur Kill Rd,Staten Island,NY,10312,40.558941,-74.198171,Permanent Generator,POINT (-74.198171 40.558941)
392,Westchester Auto Repair Service Corp.,666 Sawmill River Road,Yonkers,NY,10701,40.958179,-73.870593,Transfer Switch Only,POINT (-73.870593 40.958179)
13,Alliance Energy LLC,228-20 Merrick Blvd.,Laurelton,NY,11413,40.676241,-73.741748,Permanent Generator,POINT (-73.741748 40.676241)
446,Atlantis Management Group II LLC,134-30 Atlantic Avenue,Queens,NY,11419,40.696931,-73.814309,Transfer Switch Only,POINT (-73.814309 40.696931)
937,"J&E Service, Inc.",336 S Riverside Av,Croton-Hudson,NY,10520,41.195803,-73.883118,Transfer Switch and Generator,POINT (-73.883118 41.195803)
383,Hess Corporation,895 Old Country Road,Plainview,NY,11803,40.774284,-73.477617,Transfer Switch Only,POINT (-73.477617 40.774284)
55,Bolla Operating LI Corp,274 N. Broadway,Hicksville,NY,11801,40.777815,-73.530555,Permanent Generator,POINT (-73.530555 40.777815)
573,Keshtgar & Company Inc.,303 West 96th Street,New York,NY,10025,40.795761,-73.973813,Transfer Switch Only,POINT (-73.973813 40.795761)
314,Metro NY Dealer Stations LLC,3190 Albany Post Rd,Buchanan,NY,10511,41.263448,-73.937563,Transfer Switch Only,POINT (-73.937563 41.263448)
612,"Cumberland Farms, Inc.",498 County Rd 111,Manorville,NY,11949,40.870833,-72.800285,Transfer Switch Only,POINT (-72.800285 40.870833)
788,Green Station Auto Service,875 Long Island Avenue,Deer Park,NY,11729,40.764255,-73.320204,Transfer Switch Only,POINT (-73.320204 40.764255)
145,Tropicana Mart Inc.,303 Maple Avenue,Smithtown,NY,11787,40.837405,-73.194156,Permanent Generator,POINT (-73.194156 40.837405)
714,Chris Diagnostic,46 Main Street,New Rochelle,NY,10801,40.919212,-73.766045,Transfer Switch Only,POINT (-73.766045 40.919212)
499,Bill Wolf Petroleum Maintenance LLC,3260 Broadway,New York,NY,10027,40.817622,-73.956476,Transfer Switch Only,POINT (-73.956476 40.817622)
50,Island Energy,2243 RT 112,Medford,NY,11763,40.813592,-73.000701,Permanent Generator,POINT (-73.000701 40.813592)
467,"Sunoco, Inc. (R+M)",489 Stewart Avenue,Bethpage,NY,11714,40.741144,-73.481892,Transfer Switch Only,POINT (-73.481892 40.741144)
336,BP Products North America Inc.,824 Allerton Avenue,Bronx,NY,10467,40.865236,-73.862186,Transfer Switch Only,POINT (-73.862186 40.865236)
237,Hess Corporation,6201 Sunrise Highway,Massapequa,NY,11758,40.683532,-73.429521,Transfer Switch Only,POINT (-73.429521 40.683532)
920,Masters Petroleum Inc,1680 North Ocean Avenue,Holtsville,NY,11742,40.817177,-73.020659,Transfer Switch Only,POINT (-73.020659 40.817177)
805,196 Hillside Service Center Inc,196-29 Hillside Ave,Hollis,NY,11423,40.718382,-73.766157,Transfer Switch Only,POINT (-73.766157 40.718382)
182,Hess Corporation,187-07 Hillside Avenue,Queens,NY,11432,40.714953,-73.775404,Transfer Switch Only,POINT (-73.775404 40.714953)
705,Arzu Petroleum Corp,621 Commack Road,Commack,NY,11725,40.814981,-73.293459,Transfer Switch Only,POINT (-73.293459 40.814981)
948,NorthFork Petroleum Inc.,49675 Main Road,Southold,NY,11971,41.05445,-72.4352333333,Transfer Switch and Generator,POINT (-72.4352333333 41.05445)
351,BP Products North America Inc.,73-15 Parsons Boulevard,Flushing,NY,11366,40.726908,-73.810508,Transfer Switch Only,POINT (-73.810508 40.726908)
541,A&b Auto Repair DBA Gordon & Sons Inc,153-28 Rockaway Boulevard,Queens,NY,11434,40.669725,-73.783113,Transfer Switch Only,POINT (-73.783113 40.669725)
87,1020 Route 109 Corp,1020 Route 109,Lindenhurst,NY,11757,40.715328,-73.393448,Permanent Generator,POINT (-73.393448 40.715328)
160,Ocean Avenue Gas Corp,3010 Ocean Avenue,Brooklyn,NY,11235,40.587784,-73.949636,Transfer Switch Only,POINT (-73.949636 40.587784)
673,"Cumberland Farms, Inc.",749 Port Washington Boulevard,Port Washington,NY,11050,40.827265,-73.682941,Transfer Switch Only,POINT (-73.682941 40.827265)
765,"East River Petroleum Realty, Llc",172-11 Northern Boulevard,Queens,NY,11358,40.75813,-73.7936,Transfer Switch Only,POINT (-73.7936 40.75813)
980,Bolla EM Realty LLC,7023 Bay Parkway,Brooklyn,NY,11204,40.610419,-73.984446,Transfer Switch Only,POINT (-73.984446 40.610419)
605,"Cumberland Farms, Inc.",325 Washington Avenue,Brentwood,NY,11717,40.798114,-73.247286,Transfer Switch Only,POINT (-73.247286 40.798114)
188,Hess Corporation,4295 Austin Boulevard,Island Park,NY,11558,40.604937,-73.649597,Transfer Switch Only,POINT (-73.649597 40.604937)
901,"JNG Service, Inc.",1500 Williamsbridge Road,Bronx,NY,10461,40.844882,-73.8462,Transfer Switch Only,POINT (-73.8462 40.844882)
407,L I C Star Inc,47-15 11th Street,Queens,NY,11101,40.744646,-73.950572,Transfer Switch Only,POINT (-73.950572 40.744646)
173,Fatdom Realty,561 Kimball Av,Yonkers,NY,10704,40.920527,-73.854083,Transfer Switch Only,POINT (-73.854083 40.920527)
832,"East River Petroleum Realty, LLC",228-20 Merrick Boulevard,Queens,NY,11413,40.676241,-73.741748,Transfer Switch Only,POINT (-73.741748 40.676241)
114,Ac Woodhaven Realty Corp,6827 Woodhaven blvd,Rego Park,NY,11374,40.714864,-73.859522,Permanent Generator,POINT (-73.859522 40.714864)
682,"Cumberland Farms, Inc.",133-44 150th Street,Queens,NY,11436,40.667261,-73.789714,Transfer Switch Only,POINT (-73.789714 40.667261)
220,Hess Corporation,148-27 Liberty Avenue,Queens,NY,11435,40.69787,-73.802889,Transfer Switch Only,POINT (-73.802889 40.69787)
275,NY Fuel Distributors LLC,848 S Bedford Rd,Bedford,NY,10506,41.192962,-73.659827,Transfer Switch Only,POINT (-73.659827 41.192962)
785,"East River Petroleum Realty, LLC",147-10 Northern Blv,Queens,NY,11354,40.764784,-73.818918,Transfer Switch Only,POINT (-73.818918 40.764784)
420,Mt. Ivy Country Corner Inc.,77-33 Queens Boulevard,Queens,NY,11373,40.738782,-73.88597,Transfer Switch Only,POINT (-73.88597 40.738782)
82,Alliance Energy LLC,105-45 Horace Harding Blvd,Corona,NY,11368,40.73783,-73.8525,Permanent Generator,POINT (-73.8525 40.73783)
737,SEKER LTD,736 Main Street,Islip,NY,11751,40.729794,-73.208464,Transfer Switch Only,POINT (-73.208464 40.729794)
378,1050 Udall Road Corp.,1050 Udall Road,Bay Shore,NY,11706,40.739555,-73.295629,Transfer Switch Only,POINT (-73.295629 40.739555)
991,CPD NY Energy Corp,1237 Mamaroneck Avenue,White Plains,NY,10605,40.991852,-73.745626,Transfer Switch Only,POINT (-73.745626 40.991852)
997,CPD NY Energy Corp,635 Marble Av,Thornwood,NY,10594,41.12509,-73.783541,Transfer Switch Only,POINT (-73.783541 41.12509)
231,Hess Corporation,780 Suffolk Avenue,Brentwood,NY,11717,40.780886,-73.246476,Transfer Switch Only,POINT (-73.246476 40.780886)
363,BP Products North America Inc.,60-50 Wood Haven Blv,Queens,NY,11373,40.730624,-73.871998,Transfer Switch Only,POINT (-73.871998 40.730624)
452,"Sunoco, Inc. (R+M)",1 Glen Cove Avenue,Glen Cove,NY,11542,40.862619,-73.632268,Transfer Switch Only,POINT (-73.632268 40.862619)
77,City Fuels LLC,4353 Broadway,New York,NY,10033,40.853557,-73.934357,Permanent Generator,POINT (-73.934357 40.853557)
568,Super Value NY Inc.,20 Kensico Road,Thornwood,NY,10594,41.123562,-73.780755,Transfer Switch Only,POINT (-73.780755 41.123562)
8,1185 Straight Path Corp.,1185 Straight Path,West Babylon,NY,11704,40.73671667,-73.36931667,Permanent Generator,POINT (-73.36931667 40.73671667)
246,146 Tuckahoe Road LLC.,146 Tuckahoe Blv,Yonkers,NY,10704,40.954416,-73.864677,Transfer Switch Only,POINT (-73.864677 40.954416)
738,CPD NY Energy,537 Main Street,New Paltz,NY,12561,41.064325,-73.813767,Transfer Switch Only,POINT (-73.813767 41.064325)
319,Hess Corporation,522 Smithtown By-Pass,Hauppauge,NY,11788,40.831496,-73.196828,Transfer Switch Only,POINT (-73.196828 40.831496)
510,Bill Wolf Petroleum Maintenance LLC,444 Commack Road,Commack,NY,11725,40.828239,-73.292573,Transfer Switch Only,POINT (-73.292573 40.828239)
881,West Gas Inc.,2276 Westchester Avenue,Bronx,NY,10462,40.834707,-73.84877,Transfer Switch Only,POINT (-73.84877 40.834707)
40,PMG Northeast LLC,525 Wicks Road,Brentwood,NY,11717,40.803841,-73.268481,Permanent Generator,POINT (-73.268481 40.803841)
650,"Cumberland Farms, Inc.",6743 4th Avenue,Brooklyn,NY,11220,40.635752,-74.022595,Transfer Switch Only,POINT (-74.022595 40.635752)
435,Global Montello Group LLC,350 Rockaway Turnpike,Cedarhurst,NY,11516,40.624997,-73.735469,Transfer Switch Only,POINT (-73.735469 40.624997)
99,Bolla Operating LI Corp,515 Old Country Rd,Westbury,NY,11590,40.749818,-73.579448,Permanent Generator,POINT (-73.579448 40.749818)
617,"Cumberland Farms, Inc.",8775 Bay Parkway,Brooklyn,NY,11214,40.598113,-73.99724,Transfer Switch Only,POINT (-73.99724 40.598113)
304,Metro NY Dealer Stations LLC,700 Commack Road,Commack,NY,11725,40.805564,-73.294313,Transfer Switch Only,POINT (-73.294313 40.805564)
272,NY Fuel Distributors LLC,1001 Central Park Avenue,Yonkers,NY,10704,40.936201,-73.856581,Transfer Switch Only,POINT (-73.856581 40.936201)
209,Hess Corporation,914 Coney Island Avenue,Brooklyn,NY,11230,40.634889,-73.967838,Transfer Switch Only,POINT (-73.967838 40.634889)
600,"Cumberland Farms, Inc.",4560 Expressway Dr S,Ronkonkoma,NY,11779,40.811157,-73.125412,Transfer Switch Only,POINT (-73.125412 40.811157)
864,Rockaway100 Inc.,100-07 Rockaway Blvd,Queens,NY,11417,40.68025,-73.839278,Transfer Switch Only,POINT (-73.839278 40.68025)
891,"Cumberland Farms, Inc.",2050 New Hyde Park Road,New Hyde Park,NY,11040,40.754471,-73.687273,Transfer Switch Only,POINT (-73.687273 40.754471)
478,Bolla Operating Corp.,868 Arthur Kill Road,Staten Island,NY,10312,40.560653,-74.169301,Transfer Switch Only,POINT (-74.169301 40.560653)
812,Super Value NY Inc.,704 Sawmill River Rd,Yonkers,NY,10701,40.9596,-73.870296,Transfer Switch Only,POINT (-73.870296 40.9596)
388,Hess Corporation,1610 Eastchester Rd,Bronx,NY,10461,40.844583,-73.8457,Transfer Switch Only,POINT (-73.8457 40.844583)
495,Bill Wolf Petroleum Maintenance LLC,1500 Bruckner Blvd,Bronx,NY,10473,40.823266,-73.878559,Transfer Switch Only,POINT (-73.878559 40.823266)
632,"Cumberland Farms, Inc.",640 Old Country Road,Garden City,NY,11530,40.742995,-73.614075,Transfer Switch Only,POINT (-73.614075 40.742995)
759,"East River Petroleum Realty, Llc",64-01 Woodhaven Boulevard,Queens,NY,11374,40.72149,-73.8659,Transfer Switch Only,POINT (-73.8659 40.72149)
346,BP Products North America Inc.,6401 4th Avenue,Brooklyn,NY,11220,40.638294,-74.020748,Transfer Switch Only,POINT (-74.020748 40.638294)
859,"Asghar & Sons Petroleum, Inc.",1127 Broadway,Farmingdale,NY,11735,40.709735,-73.427981,Transfer Switch Only,POINT (-73.427981 40.709735)
368,BP Products North America Inc.,145-55 Guy R Brewer Boulevard,Queens,NY,11434,40.664604,-73.768558,Transfer Switch Only,POINT (-73.768558 40.664604)
553,Satruc Petroleum Corp.,2665 Route 112,Medford,NY,11763,40.821653,-72.99791,Transfer Switch Only,POINT (-72.99791 40.821653)
536,East End Marketing,1651 Montauk Highway,Mastic,NY,11950,40.806414,-72.837677,Transfer Switch Only,POINT (-72.837677 40.806414)
817,Atlantis Management Group II LLC,481 East 163rd Street,Bronx,NY,10456,40.82507,-73.91005,Transfer Switch Only,POINT (-73.91005 40.82507)
104,Suten Inc,2 West Montauk Highway,Lindenhurst,NY,11757,40.678406,-73.364771,Permanent Generator,POINT (-73.364771 40.678406)
610,"Cumberland Farms, Inc.",1575 Old Country Road,Riverhead,NY,11901,40.925225,-72.695184,Transfer Switch Only,POINT (-72.695184 40.925225)
324,West Bay Marketing LLC.,758 Franklin Av,Valley Stream,NY,11580,40.687727,-73.68641,Transfer Switch Only,POINT (-73.68641 40.687727)
595,"Cumberland Farms, Inc.",55-56 Express Drive South,Holtsville,NY,11742,40.822004,-73.020553,Transfer Switch Only,POINT (-73.020553 40.822004)
141,Anjon of Bridgehampton Inc,2148 Montauk Highway,Bridgehampton,NY,11930,40.933583,-72.313014,Permanent Generator,POINT (-72.313014 40.933583)
800,md north realty corp,70 Major Deegan Expressway,Bronx,NY,10470,40.89496,-73.882638,Transfer Switch Only,POINT (-73.882638 40.89496)
214,Hess Corporation,2211 Bedford Avenue,Brooklyn,NY,11226,40.649731,-73.955603,Transfer Switch Only,POINT (-73.955603 40.649731)
727,LUKOIL North America LLC,255 Lake Av,Saint James,NY,11780,40.876575,-73.156094,Transfer Switch Only,POINT (-73.156094 40.876575)
622,"Cumberland Farms, Inc.",31 Northern Boulevard,Great Neck,NY,11022,40.773507,-73.733626,Transfer Switch Only,POINT (-73.733626 40.773507)
92,The Source Service Station,2 Old Country Rd,Westbury,NY,11590,40.746876,-73.592433,Permanent Generator,POINT (-73.592433 40.746876)
484,Supreme Gas LLC,134-35 101st Avenue,Queens,NY,11418,40.694175,-73.812637,Transfer Switch Only,POINT (-73.812637 40.694175)
849,Global Montello Group Corp.,774 Tuckahoe Rd,Yonkers,NY,10710,40.950589,-73.839396,Transfer Switch Only,POINT (-73.839396 40.950589)
701,Gaseteria Oil Corp,265 Nagle Avenue,New York,NY,10034,40.863038,-73.920245,Transfer Switch Only,POINT (-73.920245 40.863038)
521,East End Marketing,490 Broadway,Amityville,NY,11701,40.68878,-73.420355,Transfer Switch Only,POINT (-73.420355 40.68878)
67,Top Green LLC,173-12 Horace Harding Expressway,Fresh Meadows,NY,11365,40.737849,-73.795582,Permanent Generator,POINT (-73.795582 40.737849)
241,Hess Corporation,386 S Broadway,Tarrytown,NY,10591,41.063357,-73.861937,Transfer Switch Only,POINT (-73.861937 41.063357)
252,Hess Corporation,126 Bruckner Boulevard,Bronx,NY,10454,40.803935,-73.921152,Transfer Switch Only,POINT (-73.921152 40.803935)
896,"Inwood Gas, Inc.",20 Sheridan Blv,Inwood,NY,11696,40.611326,-73.752898,Transfer Switch Only,POINT (-73.752898 40.611326)
965,Kap Fuel & Food Inc.,970 Bloomingdale Road,Staten Island,NY,10309,40.549921,-74.221369,Transfer Switch and Generator,POINT (-74.221369 40.549921)
627,"Cumberland Farms, Inc.",270 Sunrise Highway,Valley Stream,NY,11580,40.662074,-73.710436,Transfer Switch Only,POINT (-73.710436 40.662074)
916,Carle Place Gas Inc.,345 Old Country Rd,Carle Place,NY,11514,40.744896,-73.606745,Transfer Switch Only,POINT (-73.606745 40.744896)
770,"Liberty Petroleum Realty, LLC",1719 Cross Bronx Exp,Bronx,NY,10460,40.83662,-73.8706,Transfer Switch Only,POINT (-73.8706 40.83662)
944,Apache Oil Company Inc.,9 Hains Road,Bedford Hills,NY,10507,41.23848,-73.701268,Transfer Switch and Generator,POINT (-73.701268 41.23848)
669,"Cumberland Farms, Inc.",2030 Sunrise Hwy,Merrick,NY,11566,40.662794,-73.551082,Transfer Switch Only,POINT (-73.551082 40.662794)
156,Kap Fuel & Food Inc.,970 Bloomingdale Road,Staten Island,NY,10309,40.549921,-74.221369,Permanent Generator,POINT (-74.221369 40.549921)
199,Hess Corporation,821 Country Road 39,Southampton,NY,11968,40.89255,-72.425194,Transfer Switch Only,POINT (-72.425194 40.89255)
109,Alliance Energy LLC,549 Jericho Turnpike,Mineola,NY,11501,40.743663,-73.656567,Permanent Generator,POINT (-73.656567 40.743663)
331,BP Products North America Inc.,138 Peninsula Boulevard,Hempstead,NY,11550,40.706409,-73.619028,Transfer Switch Only,POINT (-73.619028 40.706409)
463,"Sunoco, Inc. (R+M)",1657 Jerome Avenue,Bronx,NY,10453,40.845813,-73.914056,Transfer Switch Only,POINT (-73.914056 40.845813)
933,Nyack Retail Corp.,45 North Highland Avenue,Nyack,NY,10960,41.093364,-73.927922,Transfer Switch and Generator,POINT (-73.927922 41.093364)
913,Hill Enterprise Inc,1201 Sunrise Highway,Copiague,NY,11726,40.692108,-73.397437,Transfer Switch Only,POINT (-73.397437 40.692108)
686,"Cumberland Farms, Inc.",17-55 Francis Lewis Boulevard,Queens,NY,11357,40.782418,-73.803459,Transfer Switch Only,POINT (-73.803459 40.782418)
522,East End Marketing,28975 Main Road,Cutchogue,NY,11935,41.013127,-72.484191,Transfer Switch Only,POINT (-72.484191 41.013127)
984,Bolla Operating Corp.,2000 Rockaway Pky,Brooklyn,NY,11236,40.633918,-73.890267,Transfer Switch Only,POINT (-73.890267 40.633918)
131,"OK Petroleum Distribution, Corp.",255 East Main Street,East Patchogue,NY,11772,40.766277,-73.007214,Permanent Generator,POINT (-73.007214 40.766277)
400,Bolla Operating LI Corp,1291 Peninsula Boulevard,Hewlett,NY,11557,40.643726,-73.703555,Transfer Switch Only,POINT (-73.703555 40.643726)
960,Peekskill Gas Mart Inc,4100 Albany Post Road,Peekskill,NY,10566,41.271633,-73.930109,Transfer Switch and Generator,POINT (-73.930109 41.271633)
769,"Liberty Petroleum Realty, LLC",718 11th Avenue,New York,NY,10019,40.7663,-73.994,Transfer Switch Only,POINT (-73.994 40.7663)
828,"Pinsu, Inc",325 Patchoque-Holbrook Road,Holtsville,NY,11742,40.78794,-73.045871,Transfer Switch Only,POINT (-73.045871 40.78794)
637,"Cumberland Farms, Inc.",85 North Central Avenue,Valley Stream,NY,11580,40.670205,-73.708014,Transfer Switch Only,POINT (-73.708014 40.670205)
696,"Cumberland Farms, Inc.",950 Carmens Road,Massapequa,NY,11758,40.702628,-73.432633,Transfer Switch Only,POINT (-73.432633 40.702628)
279,NY Fuel Distributors LLC,974 Mamaroneck Av,Mamaroneck,NY,10543,40.960271,-73.73726,Transfer Switch Only,POINT (-73.73726 40.960271)
869,Lotus Management Group NY Inc,2475 Boston Road,Bronx,NY,10467,40.863037,-73.86622,Transfer Switch Only,POINT (-73.86622 40.863037)
781,"East River Petroleum Realty, LLC",45-05 Bell Boulevard,Queens,NY,11361,40.760032,-73.768631,Transfer Switch Only,POINT (-73.768631 40.760032)
